com.samsung.shealth.sleep,6307003,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total_sleep_time_weight,original_efficiency,mental_recovery,wake_score,factor_01,factor_02,factor_03,factor_04,factor_05,factor_06,factor_07,factor_08,factor_09,factor_10,deep_score,integrated_id,latency_weight,has_sleep_data,bedtime_detection_delay,sleep_efficiency_with_latency,wakeup_time_detection_delay,total_rem_duration,combined_id,nap_score,sleep_type,sleep_latency,data_version,latency_score,deep_weight,rem_weight,physical_recovery,original_wake_up_time,movement_awakening,is_integrated,original_bed_time,goal_bed_time,quality,extra_data,wake_weight,rem_score,goal_wake_up_time,sleep_cycle,total_light_duration,efficiency,sleep_score,sleep_duration,stage_analyzed_type,total_sleep_time_score,com.samsung.health.sleep.create_sh_ver,com.samsung.health.sleep.start_time,com.samsung.health.sleep.custom,com.samsung.health.sleep.modify_sh_ver,com.samsung.health.sleep.update_time,com.samsung.health.sleep.create_time,com.samsung.health.sleep.client_data_id,com.samsung.health.sleep.client_data_ver,com.samsung.health.sleep.time_offset,com.samsung.health.sleep.deviceuuid,com.samsung.health.sleep.comment,com.samsung.health.sleep.pkg_name,com.samsung.health.sleep.end_time,com.samsung.health.sleep.datauuid
,,83,,24,41,27,2,82,496,212,0,65,0,,,,0,,,,,,,,,3,,,,62,,42,,,,,4027e6cc-9cd9-443c-8559-58fae70389ef.extra_data.json,,,,3,,83,74,496,,,,24:00.0,,,50:58.1,50:16.9,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,40:00.0,4027e6cc-9cd9-443c-8559-58fae70389ef
,,84,,22,24,2,6,47,479,78,0,25,0,,,,0,,,,,,,,,3,,,,64,,18,,,,,b817df6b-38db-47c3-80f3-7f2638499cd4.extra_data.json,,,,4,,90,77,479,,,,47:00.0,,,03:40.3,03:25.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,46:00.0,b817df6b-38db-47c3-80f3-7f2638499cd4
,,81,,62,96,0,4,109,572,185,0,103,0,,,,0,,,,,,,,,3,,,,87,,37,,,,,48fb2263-942a-4e4a-84c3-7fbde4b63252.extra_data.json,,,,3,,80,86,572,,,,02:00.0,,,52:28.0,51:27.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,34:00.0,48fb2263-942a-4e4a-84c3-7fbde4b63252
,,72,,25,78,1,8,54,436,75,1,44,0,,,,0,,,,,,,,,3,,,,75,,24,,,,,d563c989-4a5b-4f0f-9d64-14a96ba8551c.extra_data.json,,,,4,,87,79,436,,,,58:00.0,,,15:38.2,15:31.9,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,14:00.0,d563c989-4a5b-4f0f-9d64-14a96ba8551c
,,0,,67,143,3,190,202,647,162,3,190,0,,,,0,,,,,,,,,3,,,,100,,62,,,,,99903456-cd33-4307-95bd-6d4de8b97248.extra_data.json,,,,4,,68,57,647,,,,10:00.0,,,16:11.6,15:52.6,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,57:00.0,99903456-cd33-4307-95bd-6d4de8b97248
,,58,,22,83,3,17,36,533,78,2,16,0,,,,0,,,,,,,,,3,,,,80,,14,,,,,ecfe17c3-e1f6-469c-9a2b-65fb6285f1a9.extra_data.json,,,,5,,93,73,533,,,,36:00.0,,,42:05.5,41:28.2,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,29:00.0,ecfe17c3-e1f6-469c-9a2b-65fb6285f1a9
,,7,,39,63,4,63,72,507,160,2,60,0,,,,0,,,,,,,,,3,,,,73,,29,,,,,01247b9a-4b2f-4533-9fb8-3400660ea30d.extra_data.json,,,,4,,85,64,507,,,,46:00.0,,,18:26.1,18:18.2,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,13:00.0,01247b9a-4b2f-4533-9fb8-3400660ea30d
,,74,,0,0,2,1,7,215,172,0,0,0,,,,0,,,,,,,,,3,,,,22,,4,,,,,e7abe4c0-0344-49bd-824d-98aba3516dcf.extra_data.json,,,,1,,96,58,215,,,,45:00.0,,,48:19.0,39:40.4,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,20:00.0,e7abe4c0-0344-49bd-824d-98aba3516dcf
,,74,,0,19,14,1,26,202,97,0,14,0,,,,0,,,,,,,,,3,,,,30,,34,,,,,6ee3a335-75bf-48be-9fbb-aa1095c60dc3.extra_data.json,,,,1,,87,58,202,,,,45:00.0,,,40:50.7,40:15.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,07:00.0,6ee3a335-75bf-48be-9fbb-aa1095c60dc3
,,65,,32,102,0,10,64,375,70,1,59,0,,,,0,,,,,,,,,3,,,,83,,33,,,,,dd7de166-b7a3-4d1b-9c81-817049fb9b83.extra_data.json,,,,3,,82,81,375,,,,19:00.0,,,41:14.0,40:50.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,34:00.0,dd7de166-b7a3-4d1b-9c81-817049fb9b83
,,0,,59,146,5,156,173,700,136,3,159,0,,,,0,,,,,,,,,3,,,,100,,51,,,,,44011c7d-5236-48bb-8807-0e6e1da4b027.extra_data.json,,,,5,,75,58,700,,,,34:00.0,,,21:22.1,20:55.9,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,14:00.0,44011c7d-5236-48bb-8807-0e6e1da4b027
,,52,,25,33,1,8,10,195,92,2,8,0,,,,0,,,,,,,,,3,,,,47,,10,,,,,9678dcd7-653e-42db-a3d8-f42d48127cb6.extra_data.json,,,,2,,94,65,195,,,,37:00.0,,,58:05.5,57:56.6,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,52:00.0,9678dcd7-653e-42db-a3d8-f42d48127cb6
,,40,,31,34,1,20,24,207,102,2,20,0,,,,0,,,,,,,,,3,,,,49,,22,,,,,8a6e5788-266c-4edd-9436-434b96173b22.extra_data.json,,,,2,,88,58,207,,,,01:00.0,,,46:04.9,45:12.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,28:00.0,8a6e5788-266c-4edd-9436-434b96173b22
,,77,,19,28,11,3,24,219,79,0,18,0,,,,0,,,,,,,,,3,,,,44,,33,,,,,45a88ae3-ab84-4926-9954-7f910e530b90.extra_data.json,,,,2,,89,66,219,,,,35:00.0,,,19:34.9,19:30.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,14:00.0,45a88ae3-ab84-4926-9954-7f910e530b90
,,76,,28,48,0,4,33,454,83,1,28,0,,,,0,,,,,,,,,3,,,,69,,13,,,,,64f869ff-7cd3-4358-a508-40ceed49b172.extra_data.json,,,,4,,92,83,454,,,,08:00.0,,,48:49.4,47:01.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,42:00.0,64f869ff-7cd3-4358-a508-40ceed49b172
,,62,,31,32,1,3,19,170,113,1,15,0,,,,0,,,,,,,,,3,,,,47,,21,,,,,930af82f-dfee-480b-8a8c-1d9487474578.extra_data.json,,,,1,,88,71,170,,,,10:00.0,,,05:37.4,05:06.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,00:00.0,930af82f-dfee-480b-8a8c-1d9487474578
,,48,,0,56,15,27,79,471,52,2,64,0,,,,0,,,,,,,,,3,,,,59,,59,,,,,0b8d303a-7d70-4920-bfd5-7df26436ff5b.extra_data.json,,,,5,,83,54,471,,,,05:00.0,,,15:34.2,13:29.4,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,56:00.0,0b8d303a-7d70-4920-bfd5-7df26436ff5b
,,70,,0,13,0,0,19,82,0,0,13,0,,,,0,,,,,,,,,3,,,,24,,39,,,,,bd4cd3bc-3e8a-4d1f-97d0-ef7685ecbbc0.extra_data.json,,,,0,,76,51,82,,,,23:00.0,,,03:26.5,03:23.0,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,45:00.0,bd4cd3bc-3e8a-4d1f-97d0-ef7685ecbbc0
,,53,,41,62,2,12,46,412,115,2,40,0,,,,0,,,,,,,,,3,,,,71,,23,,,,,3c170460-6496-483e-9e75-416720a7ee98.extra_data.json,,,,3,,88,76,412,,,,36:00.0,,,32:33.7,32:23.2,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,28:00.0,3c170460-6496-483e-9e75-416720a7ee98
,,61,,21,24,5,4,26,175,93,1,24,0,,,,0,,,,,,,,,3,,,,40,,34,,,,,e9419568-896a-4d32-950f-330ff3e208af.extra_data.json,,,,1,,85,65,175,,,,28:00.0,,,28:08.3,28:04.0,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,23:00.0,e9419568-896a-4d32-950f-330ff3e208af
,,21,,8,50,13,49,65,310,94,1,53,0,,,,0,,,,,,,,,3,,,,51,,52,,,,,1055d628-9c67-40ea-a3c6-bd46e27946f4.extra_data.json,,,,2,,79,55,310,,,,43:00.0,,,12:10.9,12:03.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,53:00.0,1055d628-9c67-40ea-a3c6-bd46e27946f4
,,75,,22,22,1,0,39,141,88,0,38,0,,,,0,,,,,,,,,3,,,,40,,56,,,,,822509ef-8d46-4df5-b2fd-b49dca087f8f.extra_data.json,,,,1,,72,72,141,,,,08:00.0,,,45:19.8,45:14.9,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,29:00.0,822509ef-8d46-4df5-b2fd-b49dca087f8f
,,84,,37,78,0,1,128,442,106,0,125,0,,,,0,,,,,,,,,3,,,,76,,57,,,,,578e8ca0-0be7-4d56-86e8-46cdc378eab1.extra_data.json,,,,3,,71,89,442,,,,25:00.0,,,50:58.0,50:47.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,47:00.0,578e8ca0-0be7-4d56-86e8-46cdc378eab1
,,60,,49,50,4,15,32,386,187,1,17,0,,,,0,,,,,,,,,3,,,,62,,15,,,,,477ff13c-5baf-4d84-8633-f80aa8ca50a6.extra_data.json,,,,3,,91,76,386,,,,13:00.0,,,47:45.0,42:31.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,39:00.0,477ff13c-5baf-4d84-8633-f80aa8ca50a6
,,66,,18,18,1,4,5,100,81,1,3,0,,,,0,,,,,,,,,3,,,,37,,9,,,,,17eba39e-8725-421e-8e57-df267d485de6.extra_data.json,,,,2,,95,73,100,,,,18:00.0,,,02:25.6,02:20.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,58:00.0,17eba39e-8725-421e-8e57-df267d485de6
,,52,,27,29,4,18,27,223,75,1,20,0,,,,0,,,,,,,,,3,,,,50,,26,,,,,2f27666c-c388-4452-bf3f-9492527350e6.extra_data.json,,,,2,,87,55,223,,,,08:00.0,,,08:55.9,08:51.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,51:00.0,2f27666c-c388-4452-bf3f-9492527350e6
,,73,,46,46,1,2,73,251,144,0,68,0,,,,0,,,,,,,,,3,,,,56,,57,,,,,20ccbad2-6039-4df3-903b-555e406b6e42.extra_data.json,,,,1,,70,69,251,,,,19:00.0,,,33:49.1,33:30.1,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,30:00.0,20ccbad2-6039-4df3-903b-555e406b6e42
,,41,,59,59,0,29,39,218,113,1,36,0,,,,0,,,,,,,,,3,,,,70,,34,,,,,73df4388-0fbc-4db0-9bce-01f339eafd39.extra_data.json,,,,2,,82,63,218,,,,59:00.0,,,56:47.4,56:42.4,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,37:00.0,73df4388-0fbc-4db0-9bce-01f339eafd39
,,62,,13,13,2,3,5,71,71,1,3,0,,,,0,,,,,,,,,3,,,,33,,14,,,,,37983bac-5317-40a2-ad78-5eac4fdf5eb2.extra_data.json,,,,1,,92,71,71,,,,39:00.0,,,54:49.5,54:45.1,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,50:00.0,37983bac-5317-40a2-ad78-5eac4fdf5eb2
,,26,,38,38,3,39,42,181,142,1,39,0,,,,0,,,,,,,,,3,,,,50,,47,,,,,6d19c231-2922-4817-8b36-39e5a713ac56.extra_data.json,,,,1,,76,54,181,,,,04:00.0,,,06:25.2,06:17.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,05:00.0,6d19c231-2922-4817-8b36-39e5a713ac56
,,82,,26,55,0,3,44,337,77,0,37,0,,,,0,,,,,,,,,3,,,,64,,24,,,,,990e9a20-b9ed-48da-b949-2480e47e8fd2.extra_data.json,,,,3,,86,77,337,,,,47:00.0,,,33:46.3,28:40.4,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,24:00.0,990e9a20-b9ed-48da-b949-2480e47e8fd2
,,72,,41,59,5,8,71,587,174,1,45,0,,,,0,,,,,,,,,3,,,,78,,23,,,,,0ceb2916-fe11-453f-8426-9db94c0661a8.extra_data.json,,,,4,,87,72,587,,,,31:00.0,,,22:36.5,22:26.6,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,18:00.0,0ceb2916-fe11-453f-8426-9db94c0661a8
,,78,,35,38,11,2,38,308,97,0,28,0,,,,0,,,,,,,,,3,,,,58,,33,,,,,64f34cfa-2cc2-4306-88b8-603e074bcec7.extra_data.json,,,,2,,87,68,308,,,,50:00.0,,,13:36.6,13:30.2,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,58:00.0,64f34cfa-2cc2-4306-88b8-603e074bcec7
,,31,,66,66,5,34,47,411,209,2,37,0,,,,0,,,,,,,,,3,,,,70,,23,,,,,d84d027e-254e-49fc-9de4-81d9747d6582.extra_data.json,,,,3,,88,68,411,,,,54:00.0,,,01:42.2,01:24.0,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,45:00.0,d84d027e-254e-49fc-9de4-81d9747d6582
,,26,,32,77,1,49,57,423,75,2,51,0,,,,0,,,,,,,,,3,,,,78,,27,,,,,a2c29145-ed5f-4343-b933-51b655e6b062.extra_data.json,,,,5,,86,73,423,,,,05:00.0,,,17:09.9,16:58.6,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,08:00.0,a2c29145-ed5f-4343-b933-51b655e6b062
,,76,,68,90,2,4,104,577,177,1,98,0,,,,0,,,,,,,,,3,,,,89,,36,,,,,abf24892-fd64-43f0-b4c5-e8846b89ab9f.extra_data.json,,,,4,,81,81,577,,,,34:00.0,,,18:53.9,17:28.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,11:00.0,abf24892-fd64-43f0-b4c5-e8846b89ab9f
,,56,,27,27,3,9,12,80,80,1,9,0,,,,0,,,,,,,,,3,,,,55,,30,,,,,a9c73feb-a7ac-47d2-b489-d5b10aa28a50.extra_data.json,,,,1,,85,62,80,,,,37:00.0,,,08:00.6,07:54.9,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,57:00.0,a9c73feb-a7ac-47d2-b489-d5b10aa28a50
,,76,,100,113,2,4,68,595,198,1,54,0,,,,0,,,,,,,,,3,,,,99,,22,,,,,c2d2daa4-a8ab-4469-b517-297eaaa8decc.extra_data.json,,,,4,,88,81,595,,,,50:00.0,,,03:05.7,02:28.6,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,45:00.0,c2d2daa4-a8ab-4469-b517-297eaaa8decc
,,79,,45,80,1,11,75,541,108,1,56,1,,,,0,,,,,,,,,3,,,,86,,25,,,,,749c3885-1465-4755-9116-c8b282aab0b3.extra_data.json,,,,6,,86,79,542,,,,51:00.0,,,10:38.8,09:26.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,53:00.0,749c3885-1465-4755-9116-c8b282aab0b3
,,70,,0,7,0,0,7,74,0,0,4,0,,,,0,,,,,,,,,3,,,,17,,15,,,,,b7094c85-d42f-46c9-b295-dbf44239734c.extra_data.json,,,,0,,90,48,74,,,,21:00.0,,,40:15.4,40:11.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,35:00.0,b7094c85-d42f-46c9-b295-dbf44239734c
,,67,,41,69,6,8,72,559,193,1,46,4,,,,0,,,,,,,,,3,,,,77,,24,,,,,25f999d3-b4e4-4e40-9a04-062c7cdae958.extra_data.json,,,,3,,86,72,563,,,,27:00.0,,,10:36.5,08:46.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,50:00.0,25f999d3-b4e4-4e40-9a04-062c7cdae958
,,8,,23,56,0,67,72,343,50,1,66,0,,,,0,,,,,,,,,3,,,,69,,40,,,,,00eb6006-e21e-443b-b047-d02a71950f28.extra_data.json,,,,3,,79,59,343,,,,58:00.0,,,46:24.5,45:40.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,41:00.0,00eb6006-e21e-443b-b047-d02a71950f28
,,75,,29,29,4,0,28,122,90,0,27,0,,,,0,,,,,,,,,3,,,,49,,50,,,,,24e6b849-131f-4549-ab20-a7d5ecede077.extra_data.json,,,,1,,77,70,122,,,,51:00.0,,,12:41.1,12:29.9,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,53:00.0,24e6b849-131f-4549-ab20-a7d5ecede077
,,68,,25,72,0,7,65,379,61,1,55,0,,,,0,,,,,,,,,3,,,,73,,32,,,,,a02da9a6-2e62-42da-8587-e06e78556699.extra_data.json,,,,3,,82,79,379,,,,36:00.0,,,02:24.6,02:15.9,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,55:00.0,a02da9a6-2e62-42da-8587-e06e78556699
,,65,,30,69,0,5,74,289,81,1,68,0,,,,0,,,,,,,,,3,,,,68,,49,,,,,546b2b6a-8cee-4b54-bfbf-c1a6259bd6d6.extra_data.json,,,,2,,74,71,289,,,,38:00.0,,,30:37.6,30:30.4,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,27:00.0,546b2b6a-8cee-4b54-bfbf-c1a6259bd6d6
,,57,,5,53,11,13,58,455,96,2,40,0,,,,0,,,,,,,,,3,,,,59,,33,,,,,caab34a8-dc19-424d-8b65-fcdf4aefa0d5.extra_data.json,,,,4,,87,70,455,,,,22:00.0,,,17:59.5,14:57.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,57:00.0,caab34a8-dc19-424d-8b65-fcdf4aefa0d5
,,75,,9,9,6,0,6,71,71,0,4,0,,,,0,,,,,,,,,3,,,,25,,23,,,,,faaa7f6e-9c12-4814-bede-7f41df511eda.extra_data.json,,,,1,,91,69,71,,,,38:00.0,,,42:40.5,42:29.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,49:00.0,faaa7f6e-9c12-4814-bede-7f41df511eda
,,71,,64,78,8,4,57,560,229,1,46,0,,,,0,,,,,,,,,3,,,,81,,22,,,,,75d52a9e-179d-4d24-88b2-6778e759b642.extra_data.json,,,,3,,89,77,560,,,,28:00.0,,,59:47.7,59:11.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,48:00.0,75d52a9e-179d-4d24-88b2-6778e759b642
,,80,,28,30,5,0,22,249,148,0,14,0,,,,0,,,,,,,,,3,,,,45,,18,,,,,0c2bf200-1493-48d9-ac60-223afcf14734.extra_data.json,,,,2,,91,64,249,,,,47:00.0,,,08:59.6,08:54.1,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,56:00.0,0c2bf200-1493-48d9-ac60-223afcf14734
,,0,,59,111,2,63,66,461,157,3,54,0,,,,0,,,,,,,,,3,,,,85,,27,,,,,a4fe4214-e210-44c6-b167-ae8db6539070.extra_data.json,,,,4,,85,68,461,,,,52:00.0,,,41:37.5,40:25.1,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,33:00.0,a4fe4214-e210-44c6-b167-ae8db6539070
,,63,,27,52,11,17,42,419,114,1,27,0,,,,0,,,,,,,,,3,,,,64,,26,,,,,e7c59303-3601-47c2-b29d-b25af4363c46.extra_data.json,,,,4,,89,68,419,,,,41:00.0,,,41:53.5,41:44.1,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,40:00.0,e7c59303-3601-47c2-b29d-b25af4363c46
,,26,,72,98,0,39,42,357,163,2,37,0,,,,0,,,,,,,,,3,,,,81,,22,,,,,ecbbd046-b66b-4d95-8306-f64a10243cb4.extra_data.json,,,,3,,88,60,357,,,,48:00.0,,,51:45.6,50:50.8,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,45:00.0,ecbbd046-b66b-4d95-8306-f64a10243cb4
,,0,,27,69,1,86,98,302,91,1,90,0,,,,0,,,,,,,,,3,,,,65,,63,,,,,33694875-5ab8-40a7-8446-86b3e1158d23.extra_data.json,,,,2,,67,58,302,,,,41:00.0,,,47:58.4,47:50.8,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,43:00.0,33694875-5ab8-40a7-8446-86b3e1158d23
,,70,,0,21,0,0,0,60,0,0,0,0,,,,0,,,,,,,,,3,,,,41,,0,,,,,c96e2be1-e320-40b8-ba7b-7966eafd31c1.extra_data.json,,,,0,,100,60,60,,,,30:00.0,,,30:38.6,30:35.1,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,30:00.0,c96e2be1-e320-40b8-ba7b-7966eafd31c1
,,75,,18,18,1,0,5,97,87,0,4,0,,,,0,,,,,,,,,3,,,,37,,10,,,,,9c0fcbc3-06e5-4520-a9a9-bf402b893c67.extra_data.json,,,,1,,94,76,97,,,,45:00.0,,,30:01.0,27:34.1,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,22:00.0,9c0fcbc3-06e5-4520-a9a9-bf402b893c67
,,73,,28,87,1,12,54,601,61,1,43,0,,,,0,,,,,,,,,3,,,,93,,18,,,,,34486996-c6a8-400b-b679-cbf63f75fe01.extra_data.json,,,,5,,91,68,601,,,,29:00.0,,,48:06.7,48:00.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,30:00.0,34486996-c6a8-400b-b679-cbf63f75fe01
,,69,,0,17,10,6,27,226,98,1,11,0,,,,0,,,,,,,,,3,,,,30,,27,,,,,823b7f6b-3a6b-45dd-9f8b-461d70826721.extra_data.json,,,,3,,88,58,226,,,,46:00.0,,,34:44.4,34:33.4,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,32:00.0,823b7f6b-3a6b-45dd-9f8b-461d70826721
,,75,,21,30,0,0,11,158,96,0,10,0,,,,0,,,,,,,,,3,,,,44,,13,,,,,b503370d-4a02-4042-ab8a-b3300eb220d5.extra_data.json,,,,1,,93,73,158,,,,03:00.0,,,50:42.7,50:36.6,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,41:00.0,b503370d-4a02-4042-ab8a-b3300eb220d5
,,73,,27,27,17,2,24,266,187,0,18,0,,,,0,,,,,,,,,3,,,,43,,25,,,,,9de5b58d-6466-41dd-bfeb-612e5572da4c.extra_data.json,,,,1,,90,62,266,,,,10:00.0,,,40:35.6,40:28.9,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,36:00.0,9de5b58d-6466-41dd-bfeb-612e5572da4c
,,49,,39,48,0,26,39,261,96,1,34,7,,,,0,,,,,,,,,3,,,,61,,28,,,,,79be50ba-acde-43d3-a905-b2b3411f6233.extra_data.json,,,,3,,83,66,268,,,,41:00.0,,,28:02.1,27:42.6,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,09:00.0,79be50ba-acde-43d3-a905-b2b3411f6233
,,0,,37,76,1,100,148,451,91,1,140,0,,,,0,,,,,,,,,3,,,,78,,65,,,,,7a2cb43f-cac1-455e-a649-b6d1a553108e.extra_data.json,,,,3,,67,75,451,,,,40:00.0,,,17:33.1,16:38.0,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,11:00.0,7a2cb43f-cac1-455e-a649-b6d1a553108e
,,69,,34,34,6,6,33,243,96,1,30,0,,,,0,,,,,,,,,3,,,,52,,32,,,,,d1c21a93-a4c3-46da-b013-3a636abc0b02.extra_data.json,,,,3,,86,67,243,,,,56:00.0,,,07:19.4,07:12.9,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,59:00.0,d1c21a93-a4c3-46da-b013-3a636abc0b02
,,46,,60,71,9,19,75,493,191,2,62,0,,,,0,,,,,,,,,3,,,,76,,33,,,,,0ba6e2bb-6631-4cbf-b15e-4e86fd2971c9.extra_data.json,,,,3,,84,64,493,,,,39:00.0,,,10:38.3,52:09.0,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,52:00.0,0ba6e2bb-6631-4cbf-b15e-4e86fd2971c9
,,63,,24,24,6,7,19,118,70,1,15,0,,,,0,,,,,,,,,3,,,,46,,37,,,,,dfb821e0-84b0-4695-b968-b84b978e7759.extra_data.json,,,,2,,83,62,118,,,,10:00.0,,,22:13.6,13:22.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,08:00.0,dfb821e0-84b0-4695-b968-b84b978e7759
,,80,,22,22,9,0,31,288,188,0,23,0,,,,0,,,,,,,,,3,,,,41,,24,,,,,2e503162-7488-41ae-96b8-1720dc7b4453.extra_data.json,,,,2,,89,59,288,,,,13:00.0,,,20:47.7,20:41.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,01:00.0,2e503162-7488-41ae-96b8-1720dc7b4453
,,75,,15,64,4,5,137,492,65,1,131,0,,,,0,,,,,,,,,3,,,,71,,61,,,,,b41f0501-fc6c-4e67-813c-e827cebb69dd.extra_data.json,,,,4,,72,80,492,,,,17:00.0,,,32:27.3,32:14.0,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,29:00.0,b41f0501-fc6c-4e67-813c-e827cebb69dd
,,59,,0,0,20,6,26,106,106,1,26,0,,,,0,,,,,,,,,3,,,,11,,68,,,,,fd14fde1-bd81-4b9c-8fa3-280dd517cdd8.extra_data.json,,,,1,,75,44,106,,,,08:00.0,,,01:57.2,01:53.8,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,54:00.0,fd14fde1-bd81-4b9c-8fa3-280dd517cdd8
,,65,,35,35,5,5,48,240,159,1,45,0,,,,0,,,,,a7ad5301-77a1-4569-9e93-245e00901710,,,,3,,,,47,,42,,,,,4be509b8-b657-48f2-91a9-f757e094795e.extra_data.json,,,,2,,80,62,240,,,,50:00.0,,,05:28.1,59:52.6,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,50:00.0,4be509b8-b657-48f2-91a9-f757e094795e
,,12,,38,62,0,63,75,348,119,1,70,0,,,,0,,,,,a7ad5301-77a1-4569-9e93-245e00901710,,,,3,,,,65,,42,,,,,8b7b7d9b-0aad-4779-adf9-4bd7557f609c.extra_data.json,,,,3,,78,66,348,,,,09:00.0,,,05:28.2,05:16.4,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,57:00.0,8b7b7d9b-0aad-4779-adf9-4bd7557f609c
,,0,,0,100,0,144,150,506,17,1,140,2,,,,0,,,,,,,,,3,,,,70,,57,,,,,5b639773-49e2-4517-b595-82b277f5a7d2.extra_data.json,,,,4,,70,63,508,,,,17:00.0,,,10:02.0,04:52.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,45:00.0,5b639773-49e2-4517-b595-82b277f5a7d2
,,0,,53,80,0,76,78,326,131,1,75,0,,,,0,,,,,,,,,3,,,,73,,47,,,,,742f50c0-bd44-4c8c-8128-1d0d8f5e7491.extra_data.json,,,,3,,76,63,326,,,,28:00.0,,,12:15.5,12:08.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,54:00.0,742f50c0-bd44-4c8c-8128-1d0d8f5e7491
