com.samsung.shealth.sleep,6307003,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total_sleep_time_weight,original_efficiency,mental_recovery,wake_score,factor_01,factor_02,factor_03,factor_04,factor_05,factor_06,factor_07,factor_08,factor_09,factor_10,deep_score,integrated_id,latency_weight,has_sleep_data,bedtime_detection_delay,sleep_efficiency_with_latency,wakeup_time_detection_delay,total_rem_duration,combined_id,nap_score,sleep_type,sleep_latency,data_version,latency_score,deep_weight,rem_weight,physical_recovery,original_wake_up_time,movement_awakening,is_integrated,original_bed_time,goal_bed_time,quality,extra_data,wake_weight,rem_score,goal_wake_up_time,sleep_cycle,total_light_duration,efficiency,sleep_score,sleep_duration,stage_analyzed_type,total_sleep_time_score,com.samsung.health.sleep.create_sh_ver,com.samsung.health.sleep.start_time,com.samsung.health.sleep.custom,com.samsung.health.sleep.modify_sh_ver,com.samsung.health.sleep.update_time,com.samsung.health.sleep.create_time,com.samsung.health.sleep.client_data_id,com.samsung.health.sleep.client_data_ver,com.samsung.health.sleep.time_offset,com.samsung.health.sleep.deviceuuid,com.samsung.health.sleep.comment,com.samsung.health.sleep.pkg_name,com.samsung.health.sleep.end_time,com.samsung.health.sleep.datauuid
,,75,,0,17,2,0,7,136,61,0,0,0,,,,0,,,,,,,-1,,7,,,,26,09:00.0,8,,36:00.0,,,019bf1ac-ed41-41d8-a32e-d25d94d01c29.extra_data.json,,,,1,,94,49,136,,,62650131,36:00.0,,62650170,37:01.5,35:57.8,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,52:00.0,019bf1ac-ed41-41d8-a32e-d25d94d01c29
,,74,,37,93,1,6,14,420,77,1,3,0,,,,0,,,,,,,-1,,7,,,,83,13:00.0,5,,51:00.0,,,036c9fc1-c2d9-4d2a-9eee-00f17d2e65a1.extra_data.json,,,,4,,96,96,420,,,62650131,51:00.0,,62650170,38:36.1,38:22.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,51:00.0,036c9fc1-c2d9-4d2a-9eee-00f17d2e65a1
,,74,,17,17,3,1,16,181,106,0,7,0,,,,0,,,,,,,-1,,7,,,,34,51:00.0,16,,46:00.0,,,63a044af-e7b0-4369-8f7c-f72b74720411.extra_data.json,,,,1,,91,55,181,,,62650131,46:00.0,,62650170,51:28.9,51:20.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,47:00.0,63a044af-e7b0-4369-8f7c-f72b74720411
,,75,,24,24,3,0,14,137,78,0,11,0,,,,0,,,,,,,-1,,7,,,,44,,22,,,,,d9c40217-3545-4263-a6c9-5f4905e69527.extra_data.json,,,,1,,89,55,137,,,62650131,27:00.0,,62650170,09:59.6,09:53.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,44:00.0,d9c40217-3545-4263-a6c9-5f4905e69527
,,53,,0,16,0,7,12,132,41,2,7,0,,,,0,,,,,,,-1,,7,,,,25,23:00.0,14,,02:00.0,,,23e8cb73-16c9-43d2-a917-da5a0c9e2f35.extra_data.json,,,,2,,90,43,132,,,62650131,02:00.0,,62650170,31:42.2,31:36.9,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,14:00.0,23e8cb73-16c9-43d2-a917-da5a0c9e2f35
,,78,,29,29,1,2,4,260,179,0,0,0,,,,0,,,,,,,-1,,7,,,,44,22:00.0,2,,42:00.0,,,d567ac07-aa80-463d-88d3-d0af1aab90c0.extra_data.json,,,,2,,98,67,260,,,62650131,42:00.0,,62650170,27:35.1,27:28.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,02:00.0,d567ac07-aa80-463d-88d3-d0af1aab90c0
,,75,,45,60,3,5,14,245,144,0,5,0,,,,0,,,,,,,-1,,7,,,,61,52:00.0,10,,27:00.0,,,32273e6a-2a12-4638-b3d1-b9485e73b71e.extra_data.json,,,,2,,94,63,245,,,62650131,27:00.0,,62650170,17:35.2,17:13.4,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,32:00.0,32273e6a-2a12-4638-b3d1-b9485e73b71e
,,75,,25,70,1,10,33,376,59,1,22,2,,,,0,,,,,,,-1,,7,,,,73,07:00.0,16,,35:00.0,,,7ae92ee7-999d-4283-b79a-c320ec69c468.extra_data.json,,,,5,,90,79,378,,,62650131,35:00.0,,62650170,32:23.4,32:15.0,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,53:00.0,7ae92ee7-999d-4283-b79a-c320ec69c468
,,64,,16,16,0,6,12,174,52,1,8,0,,,,0,,,,,,,-1,,7,,,,39,,11,,,,,ba5db908-c910-4c2e-b18a-4c3ec1207c22.extra_data.json,,,,2,,93,54,174,,,62650131,55:00.0,,62650170,14:59.6,14:52.8,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,49:00.0,ba5db908-c910-4c2e-b18a-4c3ec1207c22
,,75,,0,21,8,0,14,147,42,0,12,0,,,,0,,,,,,,-1,,7,,,,29,,37,,,,,0c34084d-a85f-4c67-8a10-c42300e726e6.extra_data.json,,,,1,,90,42,147,,,62650131,07:00.0,,62650170,39:47.0,39:42.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,34:00.0,0c34084d-a85f-4c67-8a10-c42300e726e6
,,65,,0,37,15,5,24,193,61,1,16,3,,,,0,,,,,,,-1,,7,,,,38,27:00.0,45,,49:00.0,,,474baafa-82ef-4d35-91ff-06db392fe73e.extra_data.json,,,,2,,86,44,196,,,62650131,49:00.0,,62650170,56:09.0,54:10.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,05:00.0,474baafa-82ef-4d35-91ff-06db392fe73e
,,38,,24,24,1,27,49,135,64,1,45,0,,,,0,,,,,,,-1,,7,,,,46,,71,,,,,6dddd670-ffba-44a1-ba8c-87db64564efe.extra_data.json,,,,1,,63,52,135,,,62650131,16:00.0,,62650170,01:22.7,01:17.4,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,31:00.0,6dddd670-ffba-44a1-ba8c-87db64564efe
,,78,,28,37,2,2,13,259,130,0,7,2,,,,0,,,,,,,-1,,7,,,,49,21:00.0,9,,42:00.0,,,90eae02f-b036-405f-9015-9d9ad33527be.extra_data.json,,,,2,,94,61,261,,,62650131,42:00.0,,62650170,47:04.4,46:06.0,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,03:00.0,90eae02f-b036-405f-9015-9d9ad33527be
,,65,,73,81,4,5,11,300,165,1,3,0,,,,0,,,,,,,-1,,7,,,,75,52:00.0,7,,30:00.0,,,42a03edf-387b-47ca-bb4c-47a1e17b159d.extra_data.json,,,,2,,96,74,300,,,62650131,30:00.0,,62660010,13:23.9,13:12.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,30:00.0,42a03edf-387b-47ca-bb4c-47a1e17b159d
,,78,,51,83,2,2,6,299,130,0,0,0,,,,0,,,,,,,-1,,7,,,,73,15:00.0,4,,58:00.0,,,55342819-e3ca-4b58-86ba-15c770be8bdb.extra_data.json,,,,2,,97,75,299,,,62650131,58:00.0,,62660010,39:16.5,39:00.1,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,57:00.0,55342819-e3ca-4b58-86ba-15c770be8bdb
,,73,,28,28,4,2,9,126,93,0,0,0,,,,0,,,,,,,-1,,7,,,,47,28:00.0,11,,05:00.0,,,c27bf66d-9836-4f41-9547-1b04a7cbaab5.extra_data.json,,,,1,,92,60,126,,,62650131,05:00.0,,62660010,54:33.5,54:29.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,11:00.0,c27bf66d-9836-4f41-9547-1b04a7cbaab5
,,74,,54,54,3,1,15,176,149,0,13,15,,,,0,,,,,,,-1,,7,,,,63,23:00.0,18,,59:00.0,,,9b725165-a06b-4a36-ad94-1f8264d51c35.extra_data.json,,,,1,,84,60,191,,,62650131,59:00.0,,62660010,46:30.4,50:00.1,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,10:00.0,9b725165-a06b-4a36-ad94-1f8264d51c35
,,58,,38,38,4,7,11,107,107,1,4,4,,,,0,,,,,70a79a65-62ba-4d71-a7e0-8e5a548a1f3d,,-1,,7,,,,60,17:00.0,18,,21:00.0,,,ad0152fb-639c-4d3e-ae1d-f968eb5c6be6.extra_data.json,,,,1,,86,57,111,,,62650131,21:00.0,,62660010,45:55.4,34:09.8,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,12:00.0,ad0152fb-639c-4d3e-ae1d-f968eb5c6be6
,,82,,22,46,1,3,5,313,113,0,0,0,,,,0,,,,,70a79a65-62ba-4d71-a7e0-8e5a548a1f3d,,-1,,7,,,,54,19:00.0,2,,47:00.0,,,f4d9b489-c19e-46ab-a1f0-64816f3b680f.extra_data.json,,,,3,,98,76,313,,,62650131,47:00.0,,62660010,45:55.4,45:45.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,00:00.0,f4d9b489-c19e-46ab-a1f0-64816f3b680f
,,80,,1,8,0,0,13,225,37,0,6,0,,,,0,,,,,,,-1,,7,,,,27,,8,,,,,fe81116d-7667-44a7-bc78-3e3226fb1f9f.extra_data.json,,,,2,,94,54,225,,,62650131,13:00.0,,62660010,24:08.1,24:00.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,58:00.0,fe81116d-7667-44a7-bc78-3e3226fb1f9f
,,71,,37,37,2,4,6,85,85,0,0,0,,,,0,,,,,,,-1,,7,,,,69,08:00.0,9,,30:00.0,,,b8fe9e3c-17be-4c53-820d-0087eeeacd2b.extra_data.json,,,,1,,92,62,85,,,62650131,30:00.0,,62660010,32:48.6,32:44.8,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,55:00.0,b8fe9e3c-17be-4c53-820d-0087eeeacd2b
,,61,,26,31,3,9,14,253,145,1,3,0,,,,0,,,,,,,-1,,7,,,,45,41:00.0,9,,20:00.0,,,212fde99-4b50-4a51-99ad-850dc631f871.extra_data.json,,,,2,,94,60,253,,,62650131,20:00.0,,62660010,46:15.1,45:44.4,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,33:00.0,212fde99-4b50-4a51-99ad-850dc631f871
,,64,,57,82,1,6,12,275,146,1,6,0,,,,0,,,,,,,-1,,7,,,,73,09:00.0,7,,07:00.0,,,ccaa0ca1-5c7b-415c-b5d0-14c0958646f6.extra_data.json,,,,2,,95,70,275,,,62650131,07:00.0,,62660010,33:31.0,33:22.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,42:00.0,ccaa0ca1-5c7b-415c-b5d0-14c0958646f6
,,78,,32,48,1,2,4,166,83,0,0,0,,,,0,,,,,,,-1,,7,,,,61,13:00.0,4,,58:00.0,,,cb6c92c3-b757-4758-8781-a89634e340de.extra_data.json,,,,2,,97,67,166,,,62650131,58:00.0,,62660010,39:02.7,38:58.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,44:00.0,cb6c92c3-b757-4758-8781-a89634e340de
,,52,,25,57,4,18,35,509,88,3,12,0,,,,0,,,,,,,-1,,7,,,,73,54:00.0,14,,16:00.0,,,8b1d510d-3db0-430b-803e-bf98fe3c70c7.extra_data.json,,,,6,,93,84,509,,,62650131,16:00.0,,62660010,55:10.3,54:51.2,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,45:00.0,8b1d510d-3db0-430b-803e-bf98fe3c70c7
,,70,,0,20,0,0,0,61,0,0,0,0,,,,0,,,,,089cb1be-3b31-47d3-ad67-185e37c13ed1,,-1,,7,,,,39,,0,,,,,3a494597-6ad4-4cad-b1ff-c079e83069bd.extra_data.json,,,,0,,100,47,61,,,62650131,21:00.0,,62660010,35:04.0,22:23.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,22:00.0,3a494597-6ad4-4cad-b1ff-c079e83069bd
,,84,,3,47,0,1,15,361,34,0,0,0,,,,0,,,,,089cb1be-3b31-47d3-ad67-185e37c13ed1,,-1,,7,,,,53,09:00.0,4,,51:00.0,,,e01a6041-cb46-46b6-9d1d-f60273098a4e.extra_data.json,,,,3,,95,81,361,,,62650131,51:00.0,,62660010,35:04.1,34:34.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,52:00.0,e01a6041-cb46-46b6-9d1d-f60273098a4e
,,87,,33,74,0,3,12,385,69,0,4,0,,,,0,,,,,,,-1,,7,,,,77,02:00.0,4,,51:00.0,,,cc7434b5-d392-4afc-a28b-b759f80d70d8.extra_data.json,,,,4,,96,92,385,,,62650131,51:00.0,,62660010,25:20.0,25:01.6,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,16:00.0,cc7434b5-d392-4afc-a28b-b759f80d70d8
,,44,,44,92,1,21,38,548,127,3,29,0,,,,0,,,,,,,-1,,7,,,,85,44:00.0,13,,05:00.0,,,66eadeb6-35ab-43a5-abaa-1b381113b373.extra_data.json,,,,5,,93,85,548,,,62650131,05:00.0,,62660010,09:44.6,09:35.2,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,13:00.0,66eadeb6-35ab-43a5-abaa-1b381113b373
,,83,,0,22,3,2,11,273,71,0,0,0,,,,0,,,,,,,-1,,7,,,,35,55:00.0,8,,07:00.0,,,6481d3f6-a1c2-490a-8bcf-c21391d88f6d.extra_data.json,,,,3,,95,58,273,,,62650131,07:00.0,,62660010,19:27.9,19:21.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,40:00.0,6481d3f6-a1c2-490a-8bcf-c21391d88f6d
,,84,,40,65,2,1,21,464,97,0,7,0,,,,0,,,,,,,-1,,7,,,,77,54:00.0,8,,45:00.0,,,9ed4e8f0-4e50-491c-a871-b448d2e282e1.extra_data.json,,,,3,,95,94,464,,,62650131,45:00.0,,62660010,22:47.7,19:06.8,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,29:00.0,9ed4e8f0-4e50-491c-a871-b448d2e282e1
,,71,,28,85,2,14,35,510,85,1,15,0,,,,0,,,,,,,-1,,7,,,,81,,12,,,,,2b39a506-5733-40bc-a398-9180ddbbe000.extra_data.json,,,,5,,93,88,510,,,62650131,54:00.0,,62660010,50:50.5,50:27.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,24:00.0,2b39a506-5733-40bc-a398-9180ddbbe000
,,70,,0,27,0,0,8,122,0,0,3,0,,,,0,,,,,,,-1,,7,,,,34,03:00.0,9,,47:00.0,,,c12e87fa-24e1-47c4-8940-cce75b9a7bdb.extra_data.json,,,,0,,93,43,122,,,62650131,47:00.0,,62660010,30:08.3,29:56.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,49:00.0,c12e87fa-24e1-47c4-8940-cce75b9a7bdb
,,64,,0,9,4,6,17,266,89,1,6,0,,,,0,,,,,,,-1,,7,,,,30,,13,,,,,c865e8fe-ea78-4f95-8bd4-5fad546a1759.extra_data.json,,,,2,,93,47,266,,,62650131,30:00.0,,62660010,08:22.5,54:25.8,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,56:00.0,c865e8fe-ea78-4f95-8bd4-5fad546a1759
,,77,,31,88,2,8,23,519,72,1,6,0,,,,0,,,,,,,-1,,7,,,,86,48:00.0,8,,29:00.0,,,9eacfa0a-2279-4c75-aa02-25adc2dddc73.extra_data.json,,,,5,,95,94,519,,,62650131,29:00.0,,62660010,19:00.7,18:09.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,08:00.0,9eacfa0a-2279-4c75-aa02-25adc2dddc73
,,74,,3,22,0,1,6,125,53,0,0,0,,,,0,,,,,,,-1,,7,,,,32,22:00.0,5,,03:00.0,,,00ec8d35-a8e1-4406-b004-2f4a0b979637.extra_data.json,,,,1,,95,61,125,,,62650131,03:00.0,,62660010,52:47.2,52:42.1,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,08:00.0,00ec8d35-a8e1-4406-b004-2f4a0b979637
,,78,,11,11,1,2,12,150,60,0,5,0,,,,0,,,,,,,-1,,7,,,,30,21:00.0,13,,25:00.0,,,38d83a27-f2c6-42ac-a7b6-3155e8f64de5.extra_data.json,,,,2,,92,56,150,,,62650131,25:00.0,,62660010,47:18.5,46:36.4,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,55:00.0,38d83a27-f2c6-42ac-a7b6-3155e8f64de5
,,78,,28,28,23,2,29,383,260,0,13,0,,,,0,,,,,,,-1,,7,,,,50,34:00.0,20,,55:00.0,,,1df9b586-a1f3-475c-a791-89338068e327.extra_data.json,,,,2,,92,74,383,,,62650131,55:00.0,,62660010,05:31.4,05:21.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,18:00.0,1df9b586-a1f3-475c-a791-89338068e327
,,69,,0,34,0,1,11,115,0,0,4,0,,,,0,,,,,,,-1,,7,,,,41,35:00.0,13,,28:00.0,,,6f943cb1-e3d6-4bd3-a504-8b4598be53f6.extra_data.json,,,,0,,90,43,115,,,62650131,28:00.0,,62660010,05:31.6,05:18.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,23:00.0,6f943cb1-e3d6-4bd3-a504-8b4598be53f6
,,75,,19,33,7,0,20,199,136,0,11,0,,,,0,,,,,,,-1,,7,,,,42,24:00.0,21,,55:00.0,,,a6892561-7622-484b-bc78-96a316bf9ff8.extra_data.json,,,,1,,89,56,199,,,62660011,55:00.0,,62660010,30:28.6,30:18.9,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,14:00.0,a6892561-7622-484b-bc78-96a316bf9ff8
,,77,,25,62,3,3,8,268,96,0,0,0,,,,0,,,,,,,-1,,7,,,,60,06:00.0,6,,20:00.0,,,7d2251d4-2c35-4716-88e8-e25ee5fb4a2b.extra_data.json,,,,2,,97,68,268,,,62660011,20:00.0,,62660010,32:35.2,31:44.2,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,48:00.0,7d2251d4-2c35-4716-88e8-e25ee5fb4a2b
,,77,,11,29,1,3,5,145,67,0,0,0,,,,0,,,,,,,-1,,7,,,,41,03:00.0,5,,26:00.0,,,e0bfe0cf-abe1-42a3-8ebe-b4ed5334586c.extra_data.json,,,,2,,96,64,145,,,62660011,26:00.0,,62660010,34:18.5,33:57.8,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,51:00.0,e0bfe0cf-abe1-42a3-8ebe-b4ed5334586c
,,75,,7,7,5,0,5,113,95,0,5,0,,,,0,,,,,,,-1,,7,,,,20,,14,,,,,3c484e6b-e41a-4cfd-8c3f-870db36471a1.extra_data.json,,,,1,,95,56,113,,,62660011,12:00.0,,62660010,05:22.3,05:15.7,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,05:00.0,3c484e6b-e41a-4cfd-8c3f-870db36471a1
,,25,,26,40,9,35,53,295,119,3,45,0,,,,0,,,,,,,-1,,7,,,,52,31:00.0,41,,31:00.0,,,a4c00e8c-cc14-4b50-a0cf-b74c8a522a33.extra_data.json,,,,4,,82,59,295,,,62660011,31:00.0,,62660010,38:29.8,36:53.6,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,26:00.0,a4c00e8c-cc14-4b50-a0cf-b74c8a522a33
,,81,,22,40,5,4,13,328,88,0,0,0,,,,0,,,,,,,-1,,7,,,,55,21:00.0,10,,44:00.0,,,a43bcbbf-fa44-4010-8b71-6c79e72ef2fa.extra_data.json,,,,3,,96,76,328,,,62660011,44:00.0,,62660010,47:15.5,46:57.1,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,12:00.0,a43bcbbf-fa44-4010-8b71-6c79e72ef2fa
,,49,,4,34,4,21,28,218,74,1,21,0,,,,0,,,,,,,-1,,7,,,,40,56:00.0,28,,02:00.0,,,74e33362-e7f0-42d1-965c-5cafb6cc341c.extra_data.json,,,,2,,87,53,218,,,62660011,02:00.0,,62660010,24:23.9,23:53.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,40:00.0,74e33362-e7f0-42d1-965c-5cafb6cc341c
,,76,,21,35,0,4,7,136,53,0,0,0,,,,0,,,,,,,-1,,7,,,,55,,5,,,,,630bbfd9-0b50-4588-8d61-1f4cb48f7589.extra_data.json,,,,2,,94,61,136,,,62660011,59:00.0,,62660010,20:21.7,20:14.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,15:00.0,630bbfd9-0b50-4588-8d61-1f4cb48f7589
,,73,,29,29,0,2,2,83,83,0,0,0,,,,0,,,,,,,-1,,7,,,,57,28:00.0,2,,58:00.0,,,5f299cb3-6bb1-4e5c-b9ea-d4847332a41a.extra_data.json,,,,1,,97,64,83,,,62660011,58:00.0,,62660010,52:06.9,52:00.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,21:00.0,5f299cb3-6bb1-4e5c-b9ea-d4847332a41a
,,55,,0,0,2,10,15,104,83,1,9,0,,,,0,,,,,,,-1,,7,,,,10,,25,,,,,ecf0a74a-5937-4e93-899e-32849e0e8cfb.extra_data.json,,,,1,,85,32,104,,,62660011,43:00.0,,62660010,27:15.1,27:03.0,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,27:00.0,ecf0a74a-5937-4e93-899e-32849e0e8cfb
,,72,,82,82,3,8,18,301,197,0,9,0,,,,0,,,,,,,-1,,7,,,,74,27:00.0,10,,15:00.0,,,73aae8ab-1c35-4e6d-a7e0-e79c64032b1d.extra_data.json,,,,2,,94,70,301,,,62660011,15:00.0,,62660010,27:40.1,27:25.2,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,16:00.0,73aae8ab-1c35-4e6d-a7e0-e79c64032b1d
,,73,,22,22,4,2,6,89,89,0,3,0,,,,0,,,,,,,-1,,7,,,,44,33:00.0,15,,52:00.0,,,3f18078a-d4a6-4b7c-80b3-dde2550543d4.extra_data.json,,,,1,,93,58,89,,,62660011,52:00.0,,62660010,58:39.8,58:34.6,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,21:00.0,3f18078a-d4a6-4b7c-80b3-dde2550543d4
,,80,,32,32,5,0,17,316,111,0,12,0,,,,0,,,,,,,-1,,7,,,,53,,14,,,,,c1a6f6c8-2a11-44fe-8040-947bde4d3b16.extra_data.json,,,,2,,94,71,316,,,62660011,13:00.0,,62660010,08:27.7,07:24.4,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,29:00.0,c1a6f6c8-2a11-44fe-8040-947bde4d3b16
,,92,,21,91,0,3,10,457,52,0,0,0,,,,0,,,,,,,-1,,7,,,,82,29:00.0,2,,30:00.0,,,2b214a93-f644-42ea-9232-8820ab6ac3fb.extra_data.json,,,,5,,97,95,457,,,62660011,30:00.0,,62660010,53:35.5,53:06.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,07:00.0,2b214a93-f644-42ea-9232-8820ab6ac3fb
,,79,,14,56,6,1,14,193,72,0,4,0,,,,0,,,,,,,-1,,7,,,,56,30:00.0,18,,51:00.0,,,71737dad-a54e-48b0-8c14-197d736ecf76.extra_data.json,,,,2,,92,59,193,,,62660011,51:00.0,,62660010,32:47.4,32:35.4,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,04:00.0,71737dad-a54e-48b0-8c14-197d736ecf76
,,77,,1,28,5,3,17,270,117,0,5,0,,,,0,,,,,,,-1,,7,,,,38,21:00.0,12,,34:00.0,,,3c73230d-f6db-483e-9832-1f6178361a3c.extra_data.json,,,,2,,93,63,270,,,62660011,34:00.0,,62660010,52:17.0,45:20.9,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,04:00.0,3c73230d-f6db-483e-9832-1f6178361a3c
,,79,,30,47,0,1,4,242,104,0,0,0,,,,0,,,,,,,-1,,7,,,,55,08:00.0,2,,51:00.0,,,e65c8d19-0844-4d54-802f-bcc19caeada2.extra_data.json,,,,2,,98,70,242,,,62660011,51:00.0,,62660010,34:27.0,34:17.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,53:00.0,e65c8d19-0844-4d54-802f-bcc19caeada2
,,62,,10,10,9,3,12,70,70,1,11,0,,,,0,,,,,,,-1,,7,,,,27,,46,,,,,775d311f-9f84-47ae-bc75-4a3962262178.extra_data.json,,,,1,,82,50,70,,,62660011,49:00.0,,62660010,25:54.0,25:49.5,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,59:00.0,775d311f-9f84-47ae-bc75-4a3962262178
,,68,,70,70,0,7,12,329,124,1,3,0,,,,0,,,,,,,-1,,7,,,,77,47:00.0,5,,54:00.0,,,745c0bf1-c360-49b1-be48-3524f647e889.extra_data.json,,,,3,,96,82,329,,,62660011,54:00.0,,62660010,12:31.3,12:22.1,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,23:00.0,745c0bf1-c360-49b1-be48-3524f647e889
,,80,,5,24,3,0,10,191,73,0,7,7,,,,0,,,,,,,-1,,7,,,,34,25:00.0,13,,46:00.0,,,4de06bdc-a764-431c-9884-aa729a6a2f85.extra_data.json,,,,2,,92,57,198,,,62660011,46:00.0,,62660010,51:53.1,50:00.2,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,04:00.0,4de06bdc-a764-431c-9884-aa729a6a2f85
,,89,,31,77,0,1,24,396,87,0,14,14,,,,0,,,,,,,-1,,7,,,,73,15:00.0,10,,56:00.0,,,28dadb5c-31c2-479f-b012-97e5eaae812b.extra_data.json,,,,4,,90,90,410,,,62660011,56:00.0,,62660010,40:39.7,39:26.9,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,46:00.0,28dadb5c-31c2-479f-b012-97e5eaae812b
,,80,,36,80,0,5,7,286,110,0,0,0,,,,0,,,,,,,-1,,7,,,,70,47:00.0,2,,44:00.0,,,ce21917a-187e-437a-b366-e0904a5f89d2.extra_data.json,,,,3,,97,76,286,,,62660011,44:00.0,,62660010,13:38.7,13:27.9,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,30:00.0,ce21917a-187e-437a-b366-e0904a5f89d2
,,83,,27,76,1,2,15,454,67,0,8,0,,,,0,,,,,,,-1,,7,,,,78,56:00.0,7,,59:00.0,,,b8f753da-a673-4d10-9ccf-92323c447c56.extra_data.json,,,,3,,96,96,454,,,62660011,59:00.0,,62660010,18:12.0,18:01.1,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,33:00.0,b8f753da-a673-4d10-9ccf-92323c447c56
,,82,,8,47,2,3,12,306,60,0,0,0,,,,0,,,,,,,-1,,7,,,,51,26:00.0,7,,00:00.0,,,9317235a-8f31-4350-bf51-bf272b950e9e.extra_data.json,,,,3,,96,75,306,,,62660011,00:00.0,,62660010,53:22.6,51:33.6,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,06:00.0,9317235a-8f31-4350-bf51-bf272b950e9e
,,81,,64,64,2,4,13,373,168,0,0,0,,,,0,,,,,,,-1,,7,,,,70,00:00.0,5,,27:00.0,,,a574f0fd-e5b8-4872-a1ec-ff8a6af405eb.extra_data.json,,,,3,,96,89,373,,,62660011,27:00.0,,62660010,27:09.8,27:02.3,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,40:00.0,a574f0fd-e5b8-4872-a1ec-ff8a6af405eb
,,70,,0,18,0,0,0,43,0,0,0,0,,,,0,,,,,,,-1,,7,,,,46,,0,,,,,ff9d7b5e-cc7c-4cf1-95a0-0656b9a2dc4f.extra_data.json,,,,0,,100,47,43,,,62660011,47:00.0,,62660010,46:20.9,00:16.2,,,UTC+0530,bYyax5oN7W,,com.sec.android.app.shealth,30:00.0,ff9d7b5e-cc7c-4cf1-95a0-0656b9a2dc4f
