com.samsung.shealth.exercise,6307003,17
live_data_internal,mission_value,race_target,subset_data,start_longitude,routine_datauuid,total_calorie,completion_status,pace_info_id,activity_type,pace_live_data,sensing_status,source_type,mission_type,ftp,tracking_status,program_id,title,reward_status,heart_rate_sample_count,start_latitude,mission_extra_value,program_schedule_id,heart_rate_deviceuuid,location_data_internal,custom_id,additional_internal,com.samsung.health.exercise.duration,com.samsung.health.exercise.additional,com.samsung.health.exercise.create_sh_ver,com.samsung.health.exercise.mean_caloricburn_rate,com.samsung.health.exercise.location_data,com.samsung.health.exercise.start_time,com.samsung.health.exercise.exercise_type,com.samsung.health.exercise.custom,com.samsung.health.exercise.max_altitude,com.samsung.health.exercise.incline_distance,com.samsung.health.exercise.mean_heart_rate,com.samsung.health.exercise.count_type,com.samsung.health.exercise.mean_rpm,com.samsung.health.exercise.min_altitude,com.samsung.health.exercise.modify_sh_ver,com.samsung.health.exercise.max_heart_rate,com.samsung.health.exercise.update_time,com.samsung.health.exercise.create_time,com.samsung.health.exercise.client_data_id,com.samsung.health.exercise.max_power,com.samsung.health.exercise.max_speed,com.samsung.health.exercise.mean_cadence,com.samsung.health.exercise.min_heart_rate,com.samsung.health.exercise.client_data_ver,com.samsung.health.exercise.count,com.samsung.health.exercise.distance,com.samsung.health.exercise.max_caloricburn_rate,com.samsung.health.exercise.calorie,com.samsung.health.exercise.max_cadence,com.samsung.health.exercise.decline_distance,com.samsung.health.exercise.vo2_max,com.samsung.health.exercise.time_offset,com.samsung.health.exercise.deviceuuid,com.samsung.health.exercise.max_rpm,com.samsung.health.exercise.comment,com.samsung.health.exercise.live_data,com.samsung.health.exercise.mean_power,com.samsung.health.exercise.mean_speed,com.samsung.health.exercise.pkg_name,com.samsung.health.exercise.altitude_gain,com.samsung.health.exercise.altitude_loss,com.samsung.health.exercise.exercise_custom_type,com.samsung.health.exercise.auxiliary_devices,com.samsung.health.exercise.end_time,com.samsung.health.exercise.datauuid,com.samsung.health.exercise.sweat_loss
accb5660-daf9-4b92-9ef4-bcbd0f7effc1.live_data_internal.json,,,,,,76.0,,,,,accb5660-daf9-4b92-9ef4-bcbd0f7effc1.sensing_status.json,4,,,,,,,575,,,,,,,,735542,,,,,2023-03-16 02:21:08.429,1001,,,,111.0,30001,,,,121.0,2023-03-16 02:35:00.049,2023-03-16 02:35:00.049,,,1.3467399,94.05309,85.0,,1153,853.57,,76.0,99.0,,,UTC+0530,bYyax5oN7W,,,accb5660-daf9-4b92-9ef4-bcbd0f7effc1.com.samsung.health.exercise.live_data.json,,1.160464,com.sec.android.app.shealth,,,,,2023-03-16 02:33:23.971,accb5660-daf9-4b92-9ef4-bcbd0f7effc1,,
f11749c7-c97f-415e-b68d-d62ff531574b.live_data_internal.json,,,,,,64.0,,,,,f11749c7-c97f-415e-b68d-d62ff531574b.sensing_status.json,4,,,,,,,453,,,,,,,,601138,,,,,2023-03-16 13:00:48.514,1001,,,,116.0,30001,,,,129.0,2023-03-16 13:12:25.755,2023-03-16 13:12:25.755,,,1.3333334,71.464455,89.0,,716,496.62,,64.0,103.0,,,UTC+0530,bYyax5oN7W,,,f11749c7-c97f-415e-b68d-d62ff531574b.com.samsung.health.exercise.live_data.json,,0.8261331,com.sec.android.app.shealth,,,,,2023-03-16 13:10:49.652,f11749c7-c97f-415e-b68d-d62ff531574b,,
e63ba560-3ddc-42f7-82fc-7c554621066e.live_data_internal.json,,,,,,70.0,,,,,e63ba560-3ddc-42f7-82fc-7c554621066e.sensing_status.json,4,,,,,,,543,,,,,,,,658996,,,,,2023-03-17 11:48:51.905,1001,,,,97.0,30001,,,,107.0,2023-03-17 12:01:26.417,2023-03-17 12:01:26.417,,,1.2777778,67.01103,83.0,,736,575.3,,70.0,96.0,,,UTC+0530,bYyax5oN7W,,,e63ba560-3ddc-42f7-82fc-7c554621066e.com.samsung.health.exercise.live_data.json,,0.8729947,com.sec.android.app.shealth,,,,,2023-03-17 11:59:50.901,e63ba560-3ddc-42f7-82fc-7c554621066e,,
b1a418ff-a662-4070-a9c6-e0972cf0f454.live_data_internal.json,,,,,,62.0,,,,,b1a418ff-a662-4070-a9c6-e0972cf0f454.sensing_status.json,4,,,,,,,340,,,,,,,,514422,,,,,2023-03-17 13:25:45.910,1001,,,,115.0,30001,,,,122.0,2023-03-17 13:36:01.345,2023-03-17 13:36:01.345,,,1.5,80.711945,86.0,,692,617.03,,62.0,94.0,,,UTC+0530,bYyax5oN7W,,,b1a418ff-a662-4070-a9c6-e0972cf0f454.com.samsung.health.exercise.live_data.json,,1.1994628,com.sec.android.app.shealth,,,,,2023-03-17 13:34:20.332,b1a418ff-a662-4070-a9c6-e0972cf0f454,,
27594fef-a1e7-4b52-9b77-779e38a1a7bb.live_data_internal.json,,,,,,70.0,,,,,27594fef-a1e7-4b52-9b77-779e38a1a7bb.sensing_status.json,4,,,,,,,469,,,,,,,,628500,,,,,2023-03-19 10:30:03.297,1001,,,,127.0,30001,,,,142.0,2023-03-19 10:42:07.227,2023-03-19 10:42:07.227,,,1.4824728,77.5179,106.0,,812,613.26,,70.0,100.0,,,UTC+0530,bYyax5oN7W,,,27594fef-a1e7-4b52-9b77-779e38a1a7bb.com.samsung.health.exercise.live_data.json,,0.9757518,com.sec.android.app.shealth,,,,,2023-03-19 10:40:31.797,27594fef-a1e7-4b52-9b77-779e38a1a7bb,,
f8de1152-15f2-4f4e-a144-e9cca5894695.live_data_internal.json,,,,,,80.0,,,,,f8de1152-15f2-4f4e-a144-e9cca5894695.sensing_status.json,4,,,,,,,555,,,,,,,,685356,,,,,2023-03-19 14:48:08.574,1001,,,,116.0,30001,,,,125.0,2023-03-19 15:01:10.650,2023-03-19 15:01:10.650,,,1.5009916,101.29042,84.0,,1157,881.54,,80.0,113.0,,,UTC+0530,bYyax5oN7W,,,f8de1152-15f2-4f4e-a144-e9cca5894695.com.samsung.health.exercise.live_data.json,,1.2862512,com.sec.android.app.shealth,,,,,2023-03-19 14:59:33.930,f8de1152-15f2-4f4e-a144-e9cca5894695,,
599f9eda-2339-4309-a350-31cd51cbe681.live_data_internal.json,,,,,,179.0,,,,,599f9eda-2339-4309-a350-31cd51cbe681.sensing_status.json,4,,,,,,,1514,,,,,,,,1694828,,,,,2023-03-19 15:02:07.817,1001,,,,126.0,30001,,,,151.0,2023-03-19 15:31:58.282,2023-03-19 15:31:58.282,,,1.3648335,90.62866,98.0,,2560,1917.66,,179.0,107.0,,,UTC+0530,bYyax5oN7W,,,599f9eda-2339-4309-a350-31cd51cbe681.com.samsung.health.exercise.live_data.json,,1.1314777,com.sec.android.app.shealth,,,,,2023-03-19 15:30:22.645,599f9eda-2339-4309-a350-31cd51cbe681,,
85a4e1f0-a766-4a05-a4bb-5c44af314183.live_data_internal.json,,,,,,74.0,,,,,85a4e1f0-a766-4a05-a4bb-5c44af314183.sensing_status.json,4,,,,,,,529,,,,,,,,705754,,,,,2023-03-20 09:05:14.806,1001,,,,108.0,30001,,,,122.0,2023-03-20 09:18:37.326,2023-03-20 09:18:37.326,,,2.75,75.32369,89.0,,886,663.6,,74.0,105.0,,,UTC+0530,bYyax5oN7W,,,85a4e1f0-a766-4a05-a4bb-5c44af314183.com.samsung.health.exercise.live_data.json,,0.9402709,com.sec.android.app.shealth,,,,,2023-03-20 09:17:00.560,85a4e1f0-a766-4a05-a4bb-5c44af314183,,
54374ff0-71d3-4bf9-b51b-dc2636bb7707.live_data_internal.json,,,,,,187.0,,,,,54374ff0-71d3-4bf9-b51b-dc2636bb7707.sensing_status.json,4,,,,,,,1658,,,,,,,,1805854,,,,,2023-03-20 09:42:54.012,1001,,,,111.0,30001,,,,144.0,2023-03-20 10:15:17.453,2023-03-20 10:15:17.453,,,1.4722222,82.531586,85.0,,2484,1855.19,,187.0,102.0,,,UTC+0530,bYyax5oN7W,,,54374ff0-71d3-4bf9-b51b-dc2636bb7707.com.samsung.health.exercise.live_data.json,,1.02732,com.sec.android.app.shealth,,,,,2023-03-20 10:12:59.866,54374ff0-71d3-4bf9-b51b-dc2636bb7707,,
cd74bcf1-3e82-4587-8e62-8162483fd2ef.live_data_internal.json,,,,,,104.0,,,,,cd74bcf1-3e82-4587-8e62-8162483fd2ef.sensing_status.json,4,,,,,,,822,,,,,,,,992952,,,,,2023-03-20 10:42:01.910,1001,,,,110.0,30001,,,,121.0,2023-03-20 11:00:11.139,2023-03-20 11:00:11.139,,,1.7777778,71.725525,89.0,,1187,886.12,,104.0,102.0,,,UTC+0530,bYyax5oN7W,,,cd74bcf1-3e82-4587-8e62-8162483fd2ef.com.samsung.health.exercise.live_data.json,,0.8924097,com.sec.android.app.shealth,,,,,2023-03-20 10:58:34.862,cd74bcf1-3e82-4587-8e62-8162483fd2ef,,
312fab83-5b62-4b70-81e7-14922556373f.live_data_internal.json,,,,,,74.0,,,,,312fab83-5b62-4b70-81e7-14922556373f.sensing_status.json,4,,,,,,,562,,,,,,,,693567,,,,,2023-04-07 05:16:35.252,1001,,,,99.0,30001,,,,114.0,2023-04-07 05:29:44.459,2023-04-07 05:29:44.459,,,1.3888888,74.65753,71.0,,863,644.22,,74.0,101.0,,,UTC+0530,bYyax5oN7W,,,312fab83-5b62-4b70-81e7-14922556373f.com.samsung.health.exercise.live_data.json,,0.92885035,com.sec.android.app.shealth,,,,,2023-04-07 05:28:08.819,312fab83-5b62-4b70-81e7-14922556373f,,
40fa0eba-9639-49ef-a09f-f99f8ffd1f78.live_data_internal.json,,,,,,77.0,,,,,40fa0eba-9639-49ef-a09f-f99f8ffd1f78.sensing_status.json,4,,,,,,,510,,,,,,,,672155,,,,,2023-04-08 07:01:25.477,1001,,,,107.0,30001,,,,124.0,2023-04-08 07:14:13.780,2023-04-08 07:14:13.780,,,1.6832291,64.71721,75.0,,725,549.65,,77.0,119.0,,,UTC+0530,bYyax5oN7W,,,40fa0eba-9639-49ef-a09f-f99f8ffd1f78.com.samsung.health.exercise.live_data.json,,0.81774294,com.sec.android.app.shealth,,,,,2023-04-08 07:12:37.632,40fa0eba-9639-49ef-a09f-f99f8ffd1f78,,
6e9e26e9-33d9-432a-bb0f-72597c9f8580.live_data_internal.json,,,,,,74.0,,,,,6e9e26e9-33d9-432a-bb0f-72597c9f8580.sensing_status.json,4,,,,,,,537,,,,,,,,668427,,,,,2023-04-23 20:08:03.869,1001,,,,104.0,30001,,,,143.0,2023-04-23 20:20:48.624,2023-04-23 20:20:48.624,,,2.3055556,77.1064,75.0,,859,655.95,,74.0,121.0,,,UTC+0530,bYyax5oN7W,,,6e9e26e9-33d9-432a-bb0f-72597c9f8580.com.samsung.health.exercise.live_data.json,,0.9813338,com.sec.android.app.shealth,,,,,2023-04-23 20:19:12.296,6e9e26e9-33d9-432a-bb0f-72597c9f8580,,
c6917040-8c7f-4e27-8708-23e779978ec8.live_data_internal.json,,,,,,142.61896,,,,,c6917040-8c7f-4e27-8708-23e779978ec8.sensing_status.json,1,,,,,,1,580,,,,,,,,791504,,,,,2023-04-26 15:15:30.527,15003,,,,141.0,,,,,173.0,2023-04-26 15:28:54.687,2023-04-26 15:28:50.366,,,,,104.0,,,0.0,,142.59,,,,UTC+0530,bYyax5oN7W,,,c6917040-8c7f-4e27-8708-23e779978ec8.com.samsung.health.exercise.live_data.json,,0.0,com.sec.android.app.shealth,,,,,2023-04-26 15:28:43.296,c6917040-8c7f-4e27-8708-23e779978ec8,,
53ee84fe-211c-4cf5-9bb7-f17df280bf63.live_data_internal.json,,,,,,401.1343,,,,,53ee84fe-211c-4cf5-9bb7-f17df280bf63.sensing_status.json,1,,,,,,1,2080,,,,,,,,2135266,,,,,2023-04-26 15:28:56.744,15002,,,,150.0,,,,,187.0,2023-04-26 16:04:45.244,2023-04-26 16:04:38.388,,,,,84.0,,,0.0,,401.12997,,,,UTC+0530,bYyax5oN7W,,,53ee84fe-211c-4cf5-9bb7-f17df280bf63.com.samsung.health.exercise.live_data.json,,0.0,com.sec.android.app.shealth,,,,,2023-04-26 16:04:32.199,53ee84fe-211c-4cf5-9bb7-f17df280bf63,,
94f3fde2-50b3-4f32-a78a-d5b9ecd9fbff.live_data_internal.json,,,,,,25.460989,,,,,94f3fde2-50b3-4f32-a78a-d5b9ecd9fbff.sensing_status.json,1,,,,,,1,135,,,,,,,,139667,,,,,2023-04-26 16:05:12.769,10024,,,,120.0,,,,,146.0,2023-04-26 16:11:39.017,2023-04-26 16:11:35.596,,,,,102.0,,,0.0,,20.039999,,,,UTC+0530,bYyax5oN7W,,,94f3fde2-50b3-4f32-a78a-d5b9ecd9fbff.com.samsung.health.exercise.live_data.json,,0.0,com.sec.android.app.shealth,,,,,2023-04-26 16:11:29.196,94f3fde2-50b3-4f32-a78a-d5b9ecd9fbff,,
78180c0a-bada-4606-8b5c-fcbd0bb9c1c1.live_data_internal.json,,,,,,10.035661,,,,,78180c0a-bada-4606-8b5c-fcbd0bb9c1c1.sensing_status.json,1,,,,,,,57,,,,,,,,64548,,,,,2023-04-26 16:14:06.543,10025,,,,137.0,,,,,155.0,2023-04-26 16:15:18.354,2023-04-26 16:15:18.354,,,,,120.0,,,0.0,,10.0199995,,,,UTC+0530,bYyax5oN7W,,,78180c0a-bada-4606-8b5c-fcbd0bb9c1c1.com.samsung.health.exercise.live_data.json,,0.0,com.sec.android.app.shealth,,,,,2023-04-26 16:15:11.775,78180c0a-bada-4606-8b5c-fcbd0bb9c1c1,,
4b1d4ee9-a878-43ae-83c6-6856cba8f16d.live_data_internal.json,,,,,,181.70813,,,,,4b1d4ee9-a878-43ae-83c6-6856cba8f16d.sensing_status.json,1,,,,,,1,1786,,,,,,,,1827299,,,,,2023-04-26 16:19:50.520,15005,,,,122.0,30001,,,,149.0,2023-04-26 16:50:27.981,2023-04-26 16:50:23.998,,,2.401,40.02629,95.0,,1219,954.354,,181.706,160.0,,,UTC+0530,bYyax5oN7W,,,4b1d4ee9-a878-43ae-83c6-6856cba8f16d.com.samsung.health.exercise.live_data.json,,0.5222758,com.sec.android.app.shealth,,,,,2023-04-26 16:50:17.912,4b1d4ee9-a878-43ae-83c6-6856cba8f16d,,
25cca139-6ba9-4ebd-92c2-643664324313.live_data_internal.json,,,,,,95.59682,,,,,25cca139-6ba9-4ebd-92c2-643664324313.sensing_status.json,1,,,,,,1,536,,,,,,,,603506,,,,,2023-04-28 04:08:20.129,15003,,,,132.0,,,,,155.0,2023-04-28 04:18:35.296,2023-04-28 04:18:32.678,,,,,82.0,,,0.0,,95.57001,,,,UTC+0530,bYyax5oN7W,,,25cca139-6ba9-4ebd-92c2-643664324313.com.samsung.health.exercise.live_data.json,,0.0,com.sec.android.app.shealth,,,,,2023-04-28 04:18:24.806,25cca139-6ba9-4ebd-92c2-643664324313,,
9dcce471-54d6-40a8-8d38-aa1bd8e992b7.live_data_internal.json,,,,,,15.942868,,,,,9dcce471-54d6-40a8-8d38-aa1bd8e992b7.sensing_status.json,1,,,,,,,104,,,,,,,,108355,,,,,2023-04-28 04:26:03.686,10015,,,,134.0,,,,,149.0,2023-04-28 04:28:00.786,2023-04-28 04:28:00.786,,,,,78.0,,,0.0,,15.93,,,,UTC+0530,bYyax5oN7W,,,9dcce471-54d6-40a8-8d38-aa1bd8e992b7.com.samsung.health.exercise.live_data.json,,0.0,com.sec.android.app.shealth,,,,,2023-04-28 04:27:52.603,9dcce471-54d6-40a8-8d38-aa1bd8e992b7,,
0b4f97c2-0f41-43b3-9df5-1368e34345ce.live_data_internal.json,15,,"[{""duration"":29,""reps"":15},{""duration"":29,""reps"":15},{""duration"":62,""reps"":15}]",,,17.838854,0,,,,0b4f97c2-0f41-43b3-9df5-1368e34345ce.sensing_status.json,1,13,,,,,1,69,,,,,,,,123420,,,,,2023-04-28 04:29:42.856,10012,,,,119.0,30004,,,,140.0,2023-04-28 04:34:37.051,2023-04-28 04:34:33.658,,,,,91.0,,45,0.0,,14.13,,,,UTC+0530,bYyax5oN7W,,,0b4f97c2-0f41-43b3-9df5-1368e34345ce.com.samsung.health.exercise.live_data.json,,0.0,com.sec.android.app.shealth,,,,,2023-04-28 04:34:28.259,0b4f97c2-0f41-43b3-9df5-1368e34345ce,,
b9dd99b0-fdd2-4548-beec-eb0f2344d597.live_data_internal.json,,,,,,31.681108,,,,,b9dd99b0-fdd2-4548-beec-eb0f2344d597.sensing_status.json,1,,,,,,1,166,,,,,,,,169767,,,,,2023-04-28 04:35:13.896,10015,,,,150.0,,,,,167.0,2023-04-28 04:38:13.586,2023-04-28 04:38:11.908,,,,,133.0,,,0.0,,31.659998,,,,UTC+0530,bYyax5oN7W,,,b9dd99b0-fdd2-4548-beec-eb0f2344d597.com.samsung.health.exercise.live_data.json,,0.0,com.sec.android.app.shealth,,,,,2023-04-28 04:38:04.585,b9dd99b0-fdd2-4548-beec-eb0f2344d597,,
7dbeb5c7-e54f-4faf-ab43-7312b6bce28d.live_data_internal.json,,,,,,14.973967,,,,,7dbeb5c7-e54f-4faf-ab43-7312b6bce28d.sensing_status.json,1,,,,,,,93,,,,,,,,99817,,,,,2023-04-28 04:43:09.362,10014,,,,129.0,,,,,136.0,2023-04-28 04:44:57.075,2023-04-28 04:44:57.075,,,,,122.0,,,0.0,,14.96,,,,UTC+0530,bYyax5oN7W,,,7dbeb5c7-e54f-4faf-ab43-7312b6bce28d.com.samsung.health.exercise.live_data.json,,0.0,com.sec.android.app.shealth,,,,,2023-04-28 04:44:49.789,7dbeb5c7-e54f-4faf-ab43-7312b6bce28d,,
34f68e91-b9aa-40c2-95f3-5425c0ba52a4.live_data_internal.json,15,,"[{""duration"":72,""reps"":15}]",,,9.215157,0,,,,34f68e91-b9aa-40c2-95f3-5425c0ba52a4.sensing_status.json,1,13,,,,,,72,,,,,,,,73184,,,,,2023-04-28 04:46:13.685,10012,,,,107.0,30004,,,,123.0,2023-04-28 04:48:03.907,2023-04-28 04:48:03.907,,,,,86.0,,15,0.0,,8.49,,,,UTC+0530,bYyax5oN7W,,,34f68e91-b9aa-40c2-95f3-5425c0ba52a4.com.samsung.health.exercise.live_data.json,,0.0,com.sec.android.app.shealth,,,,,2023-04-28 04:47:58.540,34f68e91-b9aa-40c2-95f3-5425c0ba52a4,,
bf7eec91-0548-4da8-83ad-29f250feb3f0.live_data_internal.json,,,,,,14.329044,,,,,bf7eec91-0548-4da8-83ad-29f250feb3f0.sensing_status.json,1,,,,,,,78,,,,,,,,80164,,,,,2023-04-28 04:50:01.762,10005,,,,144.0,,,,,168.0,2023-04-28 04:51:30.049,2023-04-28 04:51:30.049,,,,,126.0,,,0.0,,14.320001,,,,UTC+0530,bYyax5oN7W,,,bf7eec91-0548-4da8-83ad-29f250feb3f0.com.samsung.health.exercise.live_data.json,,0.0,com.sec.android.app.shealth,,,,,2023-04-28 04:51:22.321,bf7eec91-0548-4da8-83ad-29f250feb3f0,,
cac3cf09-59e4-4d0e-a266-2baf742df09d.live_data_internal.json,,,,,,7.6927996,,,,,cac3cf09-59e4-4d0e-a266-2baf742df09d.sensing_status.json,1,,,,,,,50,,,,,,,,53363,,,,,2023-04-28 04:54:31.587,10014,,,,133.0,,,,,145.0,2023-04-28 04:55:33.260,2023-04-28 04:55:33.260,,,,,116.0,,,0.0,,7.6800003,,,,UTC+0530,bYyax5oN7W,,,cac3cf09-59e4-4d0e-a266-2baf742df09d.com.samsung.health.exercise.live_data.json,,0.0,com.sec.android.app.shealth,,,,,2023-04-28 04:55:25.509,cac3cf09-59e4-4d0e-a266-2baf742df09d,,
6669a776-5e7f-4523-863f-bb8f415f10d4.live_data_internal.json,15,,"[{""duration"":34,""reps"":15}]",,,5.166414,0,,,,6669a776-5e7f-4523-863f-bb8f415f10d4.sensing_status.json,1,13,,,,,,35,,,,,,,,34908,,,,,2023-04-28 04:58:14.246,10012,,,,138.0,30004,,,,148.0,2023-04-28 04:59:08.725,2023-04-28 04:59:08.725,,,,,128.0,,15,0.0,,4.84,,,,UTC+0530,bYyax5oN7W,,,6669a776-5e7f-4523-863f-bb8f415f10d4.com.samsung.health.exercise.live_data.json,,0.0,com.sec.android.app.shealth,,,,,2023-04-28 04:59:03.410,6669a776-5e7f-4523-863f-bb8f415f10d4,,
1fab1f61-1aad-40fe-96a9-8269fd054e1b.live_data_internal.json,,,,,,29.983849,,,,,1fab1f61-1aad-40fe-96a9-8269fd054e1b.sensing_status.json,1,,,,,,1,191,,,,,,,,206989,,,,,2023-04-28 05:03:25.015,0,,,,113.0,,,,,147.0,2023-04-28 05:11:26.410,2023-04-28 05:11:24.151,,,,,86.0,,,0.0,,23.900002,,,,UTC+0530,bYyax5oN7W,,,1fab1f61-1aad-40fe-96a9-8269fd054e1b.com.samsung.health.exercise.live_data.json,,0.0,com.sec.android.app.shealth,,,,,2023-04-28 05:11:17.714,1fab1f61-1aad-40fe-96a9-8269fd054e1b,,
c549db4c-866b-4d99-a798-0a5d28ec44da.live_data_internal.json,,,,,,29.105095,,,,,c549db4c-866b-4d99-a798-0a5d28ec44da.sensing_status.json,1,,,,,,1,136,,,,,,,,144130,,,,,2023-04-28 05:15:40.052,10024,,,,114.0,,,,,130.0,2023-04-28 05:26:38.422,2023-04-28 05:26:35.379,,,,,102.0,,,0.0,,17.550001,,,,UTC+0530,bYyax5oN7W,,,c549db4c-866b-4d99-a798-0a5d28ec44da.com.samsung.health.exercise.live_data.json,,0.0,com.sec.android.app.shealth,,,,,2023-04-28 05:26:28.847,c549db4c-866b-4d99-a798-0a5d28ec44da,,
dc6d5283-f338-4e7b-8079-a2edfa9dcce1.live_data_internal.json,,,,,,10.781288,,,,,dc6d5283-f338-4e7b-8079-a2edfa9dcce1.sensing_status.json,1,,,,,,,79,,,,,,,,80906,,,,,2023-04-28 05:28:45.630,10025,,,,130.0,,,,,140.0,2023-04-28 05:30:12.538,2023-04-28 05:30:12.538,,,,,114.0,,,0.0,,10.77,,,,UTC+0530,bYyax5oN7W,,,dc6d5283-f338-4e7b-8079-a2edfa9dcce1.com.samsung.health.exercise.live_data.json,,0.0,com.sec.android.app.shealth,,,,,2023-04-28 05:30:07.029,dc6d5283-f338-4e7b-8079-a2edfa9dcce1,,
e1e48157-e304-4dd1-8800-2d677c72d9e4.live_data_internal.json,600000,,,,,118.88652,1,,,,e1e48157-e304-4dd1-8800-2d677c72d9e4.sensing_status.json,1,2,,,,,1,1046,,,,,,,,1083389,,,,,2023-04-28 05:36:57.059,15005,,,,133.0,30001,,,,173.0,2023-04-28 05:55:10.924,2023-04-28 05:55:07.350,,,2.646,45.52381,116.0,,822,665.466,,118.872,160.0,,,UTC+0530,bYyax5oN7W,,,e1e48157-e304-4dd1-8800-2d677c72d9e4.com.samsung.health.exercise.live_data.json,,0.6142447,com.sec.android.app.shealth,,,,,2023-04-28 05:55:01.082,e1e48157-e304-4dd1-8800-2d677c72d9e4,,
8c07d201-a2f2-477a-86e8-240e30f3bab8.live_data_internal.json,,,,,,67.0,,,,,8c07d201-a2f2-477a-86e8-240e30f3bab8.sensing_status.json,4,,,,,,,484,,,,,,,,618972,,,,,2023-05-08 09:23:29.304,1001,,,,103.0,30001,,,,117.0,2023-05-08 09:35:23.992,2023-05-08 09:35:23.992,,,1.512818,91.50657,89.0,,944,689.93,,67.0,106.0,,,UTC+0530,bYyax5oN7W,,,8c07d201-a2f2-477a-86e8-240e30f3bab8.com.samsung.health.exercise.live_data.json,,1.1146384,com.sec.android.app.shealth,,,,,2023-05-08 09:33:48.276,8c07d201-a2f2-477a-86e8-240e30f3bab8,,
ea8e83b7-4117-4435-8106-06d8ab050f35.live_data_internal.json,,,,,,64.0,,,,,ea8e83b7-4117-4435-8106-06d8ab050f35.sensing_status.json,4,,,,,,,558,,,,,,,,614823,,,,,2023-05-12 16:05:34.732,1001,,,,98.0,30001,,,,106.0,2023-05-12 16:17:25.229,2023-05-12 16:17:25.229,,,1.5,72.508675,77.0,,743,559.7,,64.0,98.0,,,UTC+0530,bYyax5oN7W,,,ea8e83b7-4117-4435-8106-06d8ab050f35.com.samsung.health.exercise.live_data.json,,0.91034335,com.sec.android.app.shealth,,,,,2023-05-12 16:15:49.555,ea8e83b7-4117-4435-8106-06d8ab050f35,,
eed3e621-c603-469f-9b0e-9f23d61b644d.live_data_internal.json,,,,,,114.0,,,,,eed3e621-c603-469f-9b0e-9f23d61b644d.sensing_status.json,4,,,,,,,1003,,,,,,,,1176743,,,,,2023-05-13 15:53:07.620,1001,,,,113.0,30001,,,,140.0,2023-05-13 16:14:20.458,2023-05-13 16:14:20.458,,,1.4444444,76.788216,85.0,,1506,1106.3,,114.0,95.0,,,UTC+0530,bYyax5oN7W,,,eed3e621-c603-469f-9b0e-9f23d61b644d.com.samsung.health.exercise.live_data.json,,0.9401373,com.sec.android.app.shealth,,,,,2023-05-13 16:12:44.363,eed3e621-c603-469f-9b0e-9f23d61b644d,,
a639d830-bb71-4d41-953b-3cbfe6571a7f.live_data_internal.json,,,,,,118.0,,,,,a639d830-bb71-4d41-953b-3cbfe6571a7f.sensing_status.json,4,,,,,,,940,,,,,,,,1117492,,,,,2023-05-17 14:02:31.560,1001,,,,127.0,30001,,,,143.0,2023-05-17 14:22:44.431,2023-05-17 14:22:44.431,,,1.3695,90.04092,93.0,,1677,1258.35,,118.0,107.0,,,UTC+0530,bYyax5oN7W,,,a639d830-bb71-4d41-953b-3cbfe6571a7f.com.samsung.health.exercise.live_data.json,,1.1260483,com.sec.android.app.shealth,,,,,2023-05-17 14:21:09.052,a639d830-bb71-4d41-953b-3cbfe6571a7f,,
ea922817-3f86-457a-982c-df85b3458fb9.live_data_internal.json,,,,,,109.0,,,,,ea922817-3f86-457a-982c-df85b3458fb9.sensing_status.json,4,,,,,,,829,,,,,,,,1009031,,,,,2023-06-02 12:41:25.711,1001,,,,131.0,30001,,,,145.0,2023-06-02 12:59:50.884,2023-06-02 12:59:50.884,,,1.5,86.99436,113.0,,1463,1109.12,,109.0,108.0,,,UTC+0530,bYyax5oN7W,,,ea922817-3f86-457a-982c-df85b3458fb9.com.samsung.health.exercise.live_data.json,,1.0991932,com.sec.android.app.shealth,,,,,2023-06-02 12:58:14.742,ea922817-3f86-457a-982c-df85b3458fb9,,
37a54b74-e071-4f40-b98f-65e9c26e851b.live_data_internal.json,,,,,,83.0,,,,,37a54b74-e071-4f40-b98f-65e9c26e851b.sensing_status.json,4,,,,,,,571,,,,,,,,732215,,,,,2023-06-07 15:49:37.313,1001,,,,139.0,30001,,,,161.0,2023-06-07 16:03:26.796,2023-06-07 16:03:26.796,,,1.5285981,83.254234,94.0,,1016,768.63,,83.0,113.0,,,UTC+0530,bYyax5oN7W,,,37a54b74-e071-4f40-b98f-65e9c26e851b.com.samsung.health.exercise.live_data.json,,1.0497327,com.sec.android.app.shealth,,,,,2023-06-07 16:01:49.528,37a54b74-e071-4f40-b98f-65e9c26e851b,,
80a86e42-60a8-42f2-82e1-7778652a5a5c.live_data_internal.json,,,,,,158.0,,,,,80a86e42-60a8-42f2-82e1-7778652a5a5c.sensing_status.json,4,,,,,,,1482,,,,,,,,1606889,,,,,2023-06-14 19:33:45.765,1001,,,,111.0,30001,,,,123.0,2023-06-14 20:02:08.705,2023-06-14 20:02:08.705,,,1.3888888,79.5699,79.0,,2131,1571.65,,158.0,108.0,,,UTC+0530,bYyax5oN7W,,,80a86e42-60a8-42f2-82e1-7778652a5a5c.com.samsung.health.exercise.live_data.json,,0.97807,com.sec.android.app.shealth,,,,,2023-06-14 20:00:32.654,80a86e42-60a8-42f2-82e1-7778652a5a5c,,
